0,1,2,3
-271860.60593008815,-557546.558353392,-494613.58874934004,-688940.3757329053
-369332.2904634172,-384552.53641551343,-626402.3716759752,-429628.09450984665
-412250.5088850372,-481770.2335472475,-456656.063051875,-321005.89872397005
-271754.45628627663,-370630.517599086,-351508.8999916499,-603659.8401394804
-400965.4307022131,-500697.195174606,-554546.4782053618,-598178.4774712864
-386397.96169433853,-501825.3456144564,-377189.8853207953,-456138.59034035134
-307068.8971504209,-933369.986446648,-500441.0172606265,-358717.82341303356
-358973.68107323116,-403090.5687274404,-410815.1656012433,-469827.79145395063
-368298.0824598593,-629090.9923044853,-686547.434281697,-700993.9269342239
-608446.1792533151,-462794.7187716954,-598816.9446677535,-315167.0369759037
-479473.9933008968,-450835.5221795683,-362248.4472145356,-510113.3637441152
-400498.5698950144,-386635.8420869453,-350748.71707517595,-424482.3321089974
-456102.6480267761,-756517.0993341838,-477145.66185857827,-417786.28321502043
-441055.0046674066,-345017.32709266426,-470715.7324551892,-366719.90379604866
-479638.4436096767,-414891.5173487866,-641076.8514236572,-542230.5401760297
-357336.3655713763,-378058.3342629793,-473692.3077613572,-568077.8181273385
-526657.2746012581,-411415.0537149014,-414687.6438962545,-423787.75567103614
-531786.0892346808,-547753.0567129481,-553505.8256919518,-351086.1413376649
-331400.19874301984,-562108.0903151494,-550343.2294685702,-668690.7837216473
-508339.5973009111,-549560.4080950598,-535538.0966055648,-306755.8697371988
-385013.64502079407,-327661.45513364684,-568561.7083075119,-421667.65289015666
-495521.89376550453,-396044.0876068266,-534219.6025645697,-347922.7665664452
-648809.7024088972,-475342.3303564753,-622353.3010039733,-579757.3679393777
-468334.24026871443,-558691.357794953,-661705.5649503692,-470517.3789992504
-272738.1388494603,-360718.6667930949,-643984.2658196436,-466277.7781403628
-828296.956135389,-447948.1001963269,-428866.53273371817,-284525.21038258256
-547965.7375223334,-472342.7678938911,-397636.10054303077,-582243.5441489188
-338258.54324789444,-275471.0242287725,-566090.5569210547,-271514.0887304133
-429570.14107078477,-714344.0882651112,-428635.35224241,-449353.7987048755
-549620.9976423645,-577452.6969393413,-475348.8267742714,-331217.9261343523
-595410.6154271123,-492106.8926268147,-268847.12360998406,-831412.0153914621
-495639.0794147389,-535610.8051594207,-637638.3118147608,-336288.8684575291
-674474.4595142665,-487360.4435909143,-324531.15280860884,-614710.0492602299
-360497.35130733514,-338728.66497441404,-332326.1128015073,-327353.2397401941
-537663.3652951438,-470043.1097807838,-567572.3829761278,-407414.18857510306
-431239.7091398449,-444664.6666067524,-547208.9726605621,-391645.20753890026
-296816.8229892776,-346784.34239458555,-467809.8354292434,-460260.02579644625
-483221.5958227361,-334811.55866774597,-444488.80545713037,-558730.1204454252
-458643.69600201165,-414011.1142915901,-320430.65929279634,-441477.87765277346
-467813.20359075017,-586251.8050546646,-390488.8548073126,-309524.3131796151
-376492.8649565089,-471489.45931646373,-556400.1854543416,-490921.1102151571
-540428.7501129378,-518014.73836975096,-515849.3071492511,-637034.7198359873
-1018746.1680585325,-410267.1358327891,-415216.8990547003,-445646.8791325058
-324436.07290738553,-476827.54106691474,-289483.5360465984,-334109.619917477
